STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,currency,Currency,estruct,Earnings structure,ecase,Earnings case,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag)
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2004,,53579.49,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2005,,54796.99,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2006,,57740.07,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2007,,59551.46,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2008,,60788.68,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2009,,64242.38,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2010,,65555.82,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2011,,66989.41,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2012,,67446.42,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2013,,66477.78,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2014,,69346.33,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2015,,73117.01,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2016,,74640.40,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2017,,75568.76,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2018,,76436.36,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2019,,79787.48,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2020,,83321.74,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2021,,85862.37,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NL,Netherlands,2022,,87935.73,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2000,,53878.69,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2001,,58580.70,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2002,,66520.65,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2003,,64598.51,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2004,,63955.97,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2005,,69995.43,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2006,,72995.89,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2007,,76893.95,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2008,,78785.07,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2009,,76601.69,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2010,,86277.37,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2011,,91967.50,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2012,,98680.50,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2013,,98174.04,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2014,,94594.49,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2015,,91130.08,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2016,,89833.10,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2017,,91386.08,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2018,,91813.64,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2019,,92971.26,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2020,,87406.09,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2021,,93861.44,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",NO,Norway,2022,,98308.97,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2000,,8524.46,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2001,,10022.02,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2002,,9501.10,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2003,,8676.11,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2004,,8578.45,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2005,,9930.24,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2006,,10712.38,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2007,,12931.67,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2008,,15058.45,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2009,,12701.82,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2010,,14349.21,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2011,,14711.24,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2012,,15002.49,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2013,,15462.31,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2014,,16513.86,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2015,,17083.54,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2016,,17941.94,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2017,,19883.03,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2018,,21219.95,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2019,,23202.88,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2020,,24455.07,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2021,,24533.77,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PL,Poland,2022,,26975.50,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2000,,17437.99,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2001,,18765.14,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2002,,21282.73,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2003,,21408.54,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2004,,21924.75,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2005,,22682.36,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2006,,24728.42,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2007,,24958.27,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2008,,25185.27,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2009,,25470.83,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2010,,26616.25,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2011,,25275.05,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2012,,26696.06,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2013,,26358.73,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2014,,25993.12,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2015,,26473.75,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2016,,26777.69,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2017,,27281.34,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2018,,28525.08,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2019,,29604.50,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2020,,29968.70,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2021,,30952.20,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",PT,Portugal,2022,,32252.89,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2008,,8192.94,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2009,,7432.28,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2010,,8033.86,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2011,,8444.50,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2012,,8266.26,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2013,,8945.88,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2014,,9477.15,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2015,,10709.01,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2016,,11499.93,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2017,,12541.18,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2018,,13772.36,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2019,,14885.58,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2020,,16003.32,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2021,,17183.22,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",RO,Romania,2022,,19076.18,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2000,,43784.87,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2001,,43106.83,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2002,,45889.90,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2003,,46777.58,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2004,,48368.20,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2005,,49233.16,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2006,,51340.34,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2007,,55582.10,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2008,,56325.19,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2009,,53390.02,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2010,,60918.92,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2011,,65629.36,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2012,,70048.83,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2013,,72067.73,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2014,,70814.09,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2015,,69666.33,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2016,,70275.32,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2017,,70648.36,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2018,,68398.66,,,
dataflow,ESTAT:EARN_NT_NET(1.0),Annual net earnings,A,Annual,EUR,Euro,NET,Net earning,CPL_CH2_AW100_100,"Two-earner couple with two children, both earning 100% of the average earning",SE,Sweden,2019,,67858.27,,,
